business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,categories,price,takeout,delivery,outdoor,credit,has_tv,alcohol
RrqRin8BYGrTlJbCDwtLzA,Wawa,Philadelphia,PA,19104,39.9510885597,-75.1989988336,3.5,50,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",1,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
IgNDlyLERBwFGphgcC5VDQ,Cosi,Philadelphia,PA,19107,39.9487514826,-75.1604487143,2.5,63,"Sandwiches, Vegetarian, Pizza, Food, Coffee & Tea, Delis, Restaurants, American (New)",1,TRUE,FALSE,TRUE,TRUE,FALSE,u'none'
L_sXNadtVHjxMw7Yhvkj9Q,Naoki Ramen,Philadelphia,PA,19107,39.955454,-75.1549,4,92,"Ramen, Restaurants, Japanese",2,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,Philadelphia,PA,19128,40.0352350987,-75.2167929785,3,54,"Restaurants, Pizza",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,Philadelphia,PA,19134,39.9822933,-75.1031599,4.5,29,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife",2,TRUE,FALSE,TRUE,TRUE,FALSE,u'full_bar'
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,Philadelphia,PA,19107,39.9533224742,-75.1590000821,4,485,"Restaurants, Cajun/Creole",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,Philadelphia,PA,19146,39.931855,-75.168473,3.5,47,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea",1,TRUE,FALSE,TRUE,FALSE,FALSE,u'none'
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,Philadelphia,PA,19118,40.0771492176,-75.2087070076,3,151,"Breakfast & Brunch, Restaurants",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,Philadelphia,PA,19104,39.9551144,-75.202451,3.5,148,"Food Delivery Services, Halal, Food, Restaurants, Buffets, Pakistani, Indian",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,Philadelphia,PA,19153,39.8773236045,-75.2436721818,2.5,172,"Cheesesteaks, Restaurants",2,TRUE,FALSE,FALSE,TRUE,TRUE,'none'
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,Philadelphia,PA,19143,39.9486639126,-75.2158315415,4.5,458,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",1,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
68ThEdiK0eWCEgGEmV9Tng,Southgate,Philadelphia,PA,19146,39.9455687,-75.1717901,4,323,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
USyJiGIvZ8fHjRVaVTu1Zw,Tony Jr's,Philadelphia,PA,19103,39.951157,-75.170714,3,71,"Restaurants, Sandwiches, Cheesesteaks",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,Philadelphia,PA,19123,39.971145,-75.15902,3.5,11,"Chicken Wings, Restaurants, Fast Food",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,Philadelphia,PA,19104,39.9512903,-75.1992768,4,81,"Restaurants, Food, Caribbean, Food Trucks",2,TRUE,TRUE,FALSE,FALSE,TRUE,u'none'
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,Philadelphia,PA,19148,39.929738,-75.1633963,4,219,"Restaurants, Sushi Bars, Desserts, Food, Japanese",2,TRUE,FALSE,TRUE,TRUE,FALSE,u'none'
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,Philadelphia,PA,19128,40.0626011,-75.2372078,3,30,"Restaurants, Mexican",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
3VKE0_-KhU_qMYHxcyVcDg,Just To Serve You Too,Philadelphia,PA,19120,40.029648,-75.1322934,3,68,"Seafood, Restaurants, Soul Food, Southern",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
kgMEBZG6rjkGeFzPaIM4MQ,McDonald's,Philadelphia,PA,19146,39.9394402,-75.1668049,2,55,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",1,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
fKDV_dlDhXd7P5kZi97Kng,The Spot,Philadelphia,PA,19103,39.9483749,-75.1744886,3,80,"Breakfast & Brunch, Pizza, Greek, Restaurants, Food",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
XgLrkmIqIrD_pl67lAovEQ,The Bourse,Philadelphia,PA,19106,39.9498192516,-75.1486551501,2,35,"Food Court, Shopping, Shopping Centers, IT Services & Computer Repair, Local Services, Souvenir Shops, Restaurants",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
Ryt1Fhgz7sixMQSJiLyP_g,Zocalo,Philadelphia,PA,19104,39.9584222,-75.1938661,2.5,59,"Restaurants, Mexican",2,TRUE,FALSE,TRUE,TRUE,TRUE,'full_bar'
B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,Philadelphia,PA,19130,39.9741307,-75.1815903,3,77,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,Philadelphia,PA,19134,39.9862724,-75.094699,3.5,12,"Restaurants, Chinese, Asian Fusion",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,Philadelphia,PA,19107,39.9554945,-75.1552563,4.5,33,"Restaurants, Chinese",2,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,Philadelphia,PA,19104,39.9541715545,-75.2013800841,4,252,"Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food",2,TRUE,FALSE,TRUE,TRUE,FALSE,'none'
ugSVRAKO6mxvsrElFg8USw,México Lindo,Philadelphia,PA,19148,39.926402,-75.1575374,4.5,73,"Mexican, Restaurants",1,TRUE,TRUE,FALSE,FALSE,TRUE,u'none'
mpVZG520RL-K1YeQi55ZPg,The Blarney Stone,Philadelphia,PA,19104,39.9548253,-75.2009783,3.5,46,"Burgers, American (Traditional), Karaoke, Pubs, Restaurants, Nightlife, Bars",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'full_bar'
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,Philadelphia,PA,19151,39.9850064107,-75.246888042,2.5,20,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Sandwiches, American (New)",1,TRUE,FALSE,FALSE,FALSE,TRUE,u'none'
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,Philadelphia,PA,19130,39.9738754,-75.1794242,2.5,20,"Cheesesteaks, Chicken Wings, Restaurants, Pizza",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,Philadelphia,PA,19107,39.944935,-75.1606759,4,234,"American (New), Restaurants",3,FALSE,FALSE,FALSE,TRUE,FALSE,u'none'
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,Philadelphia,PA,19154,40.0860776,-74.9648083509,4.5,23,"Chinese, Restaurants, Vietnamese, Asian Fusion",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,Philadelphia,PA,19119,40.059508,-75.190838,3.5,239,"Restaurants, American (New), Nightlife, American (Traditional), Pubs, Southern, Bars, Gastropubs",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'full_bar'
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,Philadelphia,PA,19120,40.045729,-75.11891,3,15,"Restaurants, Breakfast & Brunch",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,Philadelphia,PA,19146,39.9456566,-75.1747733,3.5,615,"Restaurants, Pubs, Food, Bars, American (New), Nightlife",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,Philadelphia,PA,19106,39.9499452,-75.146352,2.5,33,"Lounges, Sports Bars, Bars, Cocktail Bars, Nightlife, Restaurants, American (Traditional)",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,Philadelphia,PA,19149,40.0374692,-75.0417837,2.5,15,"Dive Bars, Restaurants, American (Traditional), Nightlife, Bars",1,FALSE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
oBhJuukGRqPVvYBfTkhuZA,Square 1682,Philadelphia,PA,19103,39.9508011,-75.1686108,3.5,385,"American (New), Breakfast & Brunch, Bars, Nightlife, Restaurants",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
04UD14gamNjLY0IDYVhHJg,Dmitri's,Philadelphia,PA,19147,39.9380132,-75.1481307,4,273,"Mediterranean, Restaurants, Seafood, Greek",2,TRUE,FALSE,FALSE,FALSE,FALSE,'none'
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,Philadelphia,PA,19127,40.026465,-75.2244958,3.5,110,"Pizza, Restaurants",1,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,Philadelphia,PA,19143,39.9483087,-75.2178905,4,304,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",2,TRUE,TRUE,TRUE,FALSE,FALSE,'none'
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,Philadelphia,PA,19107,39.9489105,-75.1630155,4.5,86,"Grocery, Vegan, Food, Vegetarian, Convenience Stores, Restaurants",2,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,Philadelphia,PA,19103,39.9542012,-75.1674658,4.5,91,"Coffee & Tea, Restaurants, Food, Coffee Roasteries, Sandwiches",1,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,Philadelphia,PA,19136,40.0378039,-75.0387664,2.5,37,"Restaurants, Cheesesteaks, Sandwiches",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
Lro-qULT-oa4Oz36p1yTwA,Johnny G's Pizza,Philadelphia,PA,19111,40.0618893,-75.0832513,3,11,"Restaurants, Pizza",2,TRUE,TRUE,FALSE,TRUE,FALSE,'none'
ejRuEF2j8_w5qQbwEQ8GfQ,Villagio Pizza Cafe,Philadelphia,PA,19134,39.9851818,-75.1067498,3,47,"Pizza, Breakfast & Brunch, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
zVmW-ohNzhOPiBIeUPL62g,Goody's Pizza,Philadelphia,PA,19135,40.0274889,-75.0611831,2,25,"Restaurants, Pizza",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
tCLAeZsjXFG9RumJ4Hn0Kw,Maru Global,Philadelphia,PA,19107,39.9467949,-75.1577025,3.5,72,"Restaurants, Japanese",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
T8lxi3V2avTVXCanVkAFNg,Pizza Hut,Philadelphia,PA,19148,39.9130548,-75.149704,1.5,25,"Italian, Chicken Wings, Restaurants, Pizza",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
fr2qDm_mY1afIGMvqsKUCg,George's Wings,Philadelphia,PA,19114,40.0643044322,-74.9868814021,3.5,50,"American (Traditional), Fast Food, Restaurants, Chicken Wings, Food, Seafood, Sandwiches, Wraps, Burgers",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,Philadelphia,PA,19130,39.969939,-75.163026,4.5,192,"Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch",1,FALSE,TRUE,TRUE,TRUE,FALSE,u'none'
kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,Philadelphia,PA,19145,39.9209271,-75.1733058,4,43,"Delis, Restaurants, Italian, Local Flavor, Sandwiches",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,Philadelphia,PA,19141,40.0407573,-75.1448014,4,142,"Restaurants, Food, Ethnic Food, Cafes, Caribbean, Specialty Food",2,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
w9hS5x1F52Id-G1KTrAOZg,Wiz Kid,Philadelphia,PA,19103,39.9509958568,-75.1723086834,4.5,163,"Vegan, Restaurants, Fast Food, Cheesesteaks",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'full_bar'
afsP-p_pr4ikrboB5MtUzQ,Los Compadres,Philadelphia,PA,19145,39.9553865,-75.1910637,4,12,"Mexican, Italian, Food Trucks, Restaurants, Food",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
7MaaaorooHRAqkQXcTqmrg,Nannie Francos Pizza,Philadelphia,PA,19148,39.922527,-75.1644732,3,13,"Pizza, Restaurants",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
rVfe1LHo55A2fworkm_jVw,Capofitto,Philadelphia,PA,19106,39.9485775068,-75.1450225711,4.5,205,"Bars, Gelato, Breakfast & Brunch, Italian, Food, Nightlife, Restaurants, Pizza",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'full_bar'
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,Philadelphia,PA,19152,40.0571673033,-75.0304835714,4,495,"Restaurants, American (New), Burgers, Breakfast & Brunch, Sandwiches",2,TRUE,FALSE,TRUE,TRUE,TRUE,'none'
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,Philadelphia,PA,19103,39.9506242,-75.1697297,3.5,146,"Restaurants, Cafes, Creperies",2,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
UaovDcnP0QzsmGf6vXvg9w,Rocchino's,Philadelphia,PA,19106,39.948818,-75.1456539,3,20,"American (New), Italian, Restaurants",3,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
jFmS7S0kU5ZQHSm4jqymQw,Vegetate,Philadelphia,PA,19104,39.9539284,-75.1886632,3,19,"Sandwiches, American (New), Vegetarian, Vegan, Breakfast & Brunch, Restaurants",1,TRUE,FALSE,TRUE,TRUE,FALSE,'none'
3CsBRtDT5WOUu8IY0mHhXw,Slices Pizza,Philadelphia,PA,19129,40.0096537,-75.1954732,4,122,"Pizza, Food, Restaurants",1,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
nP4LqTcK1USiw5WnbOjW7A,Marrakesh Express,Philadelphia,PA,19104,39.9567155,-75.2100343,4.5,48,"Moroccan, Halal, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
REns5fQe45Nk_D2UwQyr0w,Barra Restaurant,Philadelphia,PA,19106,39.948818,-75.1456539,2.5,117,"Restaurants, Bars, Pizza, Nightlife, Italian",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,Philadelphia,PA,19130,39.9727751034,-75.1789870874,4,176,"Pizza, American (Traditional), Restaurants, Italian",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
HHWTWs8sa7cE3ksH3_BCTw,Fa Caldo Caffe,Philadelphia,PA,19148,39.9280696,-75.1602342,4.5,19,"Coffee & Tea, American (New), Restaurants, Food",1,TRUE,FALSE,TRUE,TRUE,FALSE,u'none'
qHCfhWPyb1GXpzq9Wk3Vkg,New England Pizza,Philadelphia,PA,19149,40.0400368,-75.0662936,3,22,"Pizza, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
OP-m-Kq-1aEWrrlaszFi9w,Ramble Pizza,Philadelphia,PA,19125,39.9793657,-75.1253492,4.5,19,"Restaurants, Pizza, Food, Food Trucks",1,TRUE,FALSE,FALSE,FALSE,FALSE,u'none'
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,19107,39.9463322,-75.1579478,4.5,579,"Mediterranean, Food, Greek, Restaurants, Breakfast & Brunch",2,TRUE,FALSE,TRUE,TRUE,FALSE,u'none'
hxEo_CKsmSMGXcHNLR9oow,Lulu's Pizza Bar,Philadelphia,PA,19106,39.9501019,-75.1451657,3.5,26,"Food, Restaurants, Nightlife, Pizza, Bars, Beer, Wine & Spirits",1,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
_FlhRk9KjdXyE0sLxUdEBQ,Commonwealth Kitchen,Philadelphia,PA,19136,40.04186,-75.0275663,3.5,38,"Cheesesteaks, Restaurants, Pizza, American (Traditional)",2,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
dSPA4yql9vUwnYRxHiVtHA,Makiman Sushi,Philadelphia,PA,19107,39.9466853,-75.1639951,3.5,209,"Sushi Bars, Japanese, Restaurants",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
Utc1KFuFQ-wwLiUTj5FvmA,Domino's Pizza,Philadelphia,PA,19145,39.9178706,-75.1869588,2,26,"Sandwiches, Pizza, Restaurants, Chicken Wings",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
gq4zw-ru_rkZ2UBIanaZFQ,McDonald's,Philadelphia,PA,19122,39.9720955382,-75.1588091254,1,38,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
h0Gy4HEgeZvN9kb3_rB5JA,New Liberty Distillery,Philadelphia,PA,19122,39.9737458,-75.1405645,4.5,48,"Food, Beer, Wine & Spirits, Distilleries, Venues & Event Spaces, Event Planning & Services, Bars, Nightlife",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'full_bar'
BWITd9JUXP3gSi1z3Y-z8g,In Riva,Philadelphia,PA,19129,40.0078746,-75.1924072,4,729,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
8LonS_bxNmCDk3FWiG9lzA,Tomo Sushi & Ramen,Philadelphia,PA,19106,39.951923,-75.144335,4.5,193,"Japanese, Restaurants, Ramen, Sushi Bars",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
TFnGJlA5l_HDdzGDkNTdTA,Smiths Restaurant and Bar,Philadelphia,PA,19103,39.9522486027,-75.1716919961,3,225,"American (New), Bars, Nightlife, Lounges, Restaurants",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'full_bar'
dO4iyNK2KzLMe1kXLCskbw,St. Declan's Well,Philadelphia,PA,19104,39.952126,-75.186438,3.5,30,"Nightlife, Music Venues, Irish, Pubs, Irish Pub, Arts & Entertainment, Food, Restaurants, Breweries, Bars, Beer, Wine & Spirits",2,TRUE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
2er_V-oAd7IbQ5YTY56r7A,Bareburger - Midtown Village,Philadelphia,PA,19107,39.9489334,-75.1595088,4,622,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,Philadelphia,PA,19123,39.9698623,-75.1439919,4,338,"Food, Tacos, Mexican, Latin American, Restaurants, Spanish",2,TRUE,TRUE,TRUE,TRUE,TRUE,'none'
P8QLcGZZOPgl9w_3ARBKiQ,Hai Street Kitchen & Co,Philadelphia,PA,19104,39.954687,-75.202181,3.5,100,"Japanese, Asian Fusion, Restaurants",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
WZPCfTRiN4ipajP7gFfziA,The Centennial Cafe,Philadelphia,PA,19143,39.9849894194,-75.2161406602,3.5,26,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Sandwiches",2,TRUE,FALSE,TRUE,TRUE,FALSE,u'none'
zwTmOj4B_OVPMTMYijQiKg,Queen Sheba,Philadelphia,PA,19143,39.9489954358,-75.2135489881,4,64,"Nightlife, Restaurants, Sports Bars, Bars, Ethiopian",1,TRUE,FALSE,TRUE,TRUE,TRUE,'full_bar'
